,Store,score,comment,address,phone_num,keyword_food,keyword_loc
424,꽃보다황태,3.9,132,서울특별시 강남구 청담동 학동로77길 32,02-549-1370,파전,서울 강남
425,강촌원조쭈꾸미 본점,4.0,492,서울특별시 서초구 양재동 13-9,02-575-4458,파전,서울 강남
426,민정식당,4.5,228,서울특별시 광진구 자양동 232-35,02-452-3574,파전,서울 강남
427,솥뚜껑철판파전,4.2,87,서울특별시 동대문구 휘경1동 회기로28길 17,02-959-8038,파전,서울 강남
428,공리,3.9,339,서울특별시 서초구 잠원동 26-9,02-515-4828,파전,서울 강남
429,노천파전,3.8,23,서울특별시 동대문구 휘경동 319-17,02-968-2494,파전,서울 강남
430,삼원가든,4.1,1201,서울특별시 강남구 언주로 835,02-548-3030,파전,서울 강남
431,Restaurant,3.4,429,서울특별시 서초구 방배천로2길 15,번호 없음,파전,서울 강남
432,싸리골빈대떡,3.9,89,서울특별시 강남구 선릉로86길 24,02-857-9233,파전,서울 강남
433,전주전통막걸리(신논현),4.1,68,서울특별시 서초구 서초4동 1413,02-532-8584,파전,서울 강남
434,나그네파전,4.1,98,서울특별시 성동구 행당동 마조로1길 4,070-7627-9062,파전,서울 강남
435,압구정춘천막국수,3.8,16,서울특별시 강남구 신사동 572,02-517-8884,파전,서울 강남
436,진성칼국수,4.0,113,서울특별시 강남구 청담동 학동로81길 7,번호 없음,파전,서울 강남
437,너비집,4.1,147,서울특별시 중구 명동9길 37-8,02-756-4084,갈비찜,서울 명동
438,명동서서갈비,4.3,182,서울특별시 중구 명동10길 35-10,02-318-6400,갈비찜,서울 명동
439,을지로전주옥,4.3,92,서울특별시 중구 수표로 63 을지로전주옥,02-2279-1710,갈비찜,서울 명동
440,무명찜,3.9,51,서울특별시 중구 을지로2가 199-56,02-318-7272,갈비찜,서울 명동
441,지우갈비 명동점(ZIU BBQ/知牛明洞店),4.1,140,서울특별시 중구 퇴계로18길 20,02-777-2171,갈비찜,서울 명동
442,명동한우방,4.1,99,서울특별시 중구 을지로2가 199-56,02-2267-8132,갈비찜,서울 명동
443,오우가,4.2,323,서울특별시 중구 명동8가길 42,02-753-7533,갈비찜,서울 명동
444,전주옥,4.1,38,서울특별시 중구 충무로7길 19,02-2277-5657,갈비찜,서울 명동
445,착한한우정육식당,3.7,11,서울특별시 중구 명동1가 54-17,02-777-8488,갈비찜,서울 명동
446,종로매운갈비찜,3.6,18,서울특별시 종로구 종로1.2.3.4가동 종로9길 11,02-730-5459,갈비찜,서울 명동
447,다동골,3.4,21,서울특별시 중구 을지로3길 30-18,02-776-0850,갈비찜,서울 명동
448,한라담 무교점,4.0,198,서울특별시 중구 무교로 21,02-318-4400,갈비찜,서울 명동
449,오소갈비,4.1,53,서울특별시 용산구 서계동 223-52,02-711-7222,갈비찜,서울 명동
450,한강옥,3.7,31,서울특별시 중구 을지로3길 21,02-777-6678,갈비찜,서울 명동
451,아리랑,3.9,295,서울특별시 중구 남대문로7길 23,02-752-1342,갈비찜,서울 명동
452,청기와타운 을지로점,4.4,110,서울특별시 중구 을지로 54,02-310-9970,갈비찜,서울 명동
453,참숯골,4.0,314,서울특별시 중구 무교로 16 2-3층,02-774-2100,갈비찜,서울 명동
454,강남면옥 명동점,3.9,392,서울특별시 중구 명동 명동7길 8 미래빌딩 5층,02-3789-7117,갈비찜,서울 명동
455,뚱보식당,4.2,249,서울특별시 중구 퇴계로27길 14 1층,02-2267-1801,갈비찜,서울 명동
456,창고43 명동점,4.1,608,서울특별시 중구 을지로 100,02-6031-0081,갈비찜,서울 명동
457,한우리 신세계백화점 본점,3.6,22,서울특별시 중구 충무로1가 52-5번지 신세계백화점건물 5층,02-310-1887,갈비찜,서울 명동
458,진고개,4.0,821,서울특별시 중구 충무로 19-1 1층,02-2267-0955,갈비찜,서울 명동
459,정태네실비집,4.4,136,서울특별시 중구 남산동2가 14-9,02-319-8988,갈비찜,서울 명동
460,강남면옥 인사점,3.9,453,서울특별시 종로구 인사동길 18,02-722-8586,갈비찜,서울 명동
461,구정옥 Gujeongok,4.9,14,서울특별시 중구 세종대로14길 28,02-755-3337,갈비찜,서울 명동
462,명동찌개마을,3.9,177,서울특별시 종로구 낙원동 193,02-744-9033,갈비찜,서울 명동
463,La갈비 왕소금구이,1.4,36,서울특별시 중구 인현동2가 을지로20길 36-1,02-2274-0549,갈비찜,서울 명동
464,청자매운소돼지갈비찜,4.1,138,서울특별시 강남구 도산대로1길 36 지하1층,02-517-9372,갈비찜,서울 명동
465,나주소 나주곰탕 종로3가점,3.6,193,서울특별시 종로구 종로 114-1,02-2261-4555,갈비찜,서울 명동
466,창고43 무교점,4.1,308,서울특별시 중구 무교동 무교로 21,02-3789-0043,갈비찜,서울 명동
467,머거보까 매운갈비찜,4.0,105,서울특별시 중구 다산로10길 5-4,02-2234-4544,갈비찜,서울 명동
468,녁,3.9,211,서울특별시 중구 수표로 65,070-4150-0504,갈비찜,서울 명동
469,전주골,3.4,30,서울특별시 종로구 돈화문로5가길 13-1,02-765-2582,갈비찜,서울 명동
470,짚신매운갈비찜숙대점,4.6,19,서울특별시 용산구 한강대로 287,02-706-2166,갈비찜,서울 명동
471,광화문특고기,4.2,32,서울특별시 중구 서소문동 134-6,050-71315-9222,갈비찜,서울 명동
472,이가네갈비,4.3,27,묵정동 27-1번지 108호 보림빌딩 중구 서울특별시 KR,02-2265-2133,갈비찜,서울 명동
473,강남면옥,4.1,1140,서울특별시 강남구 논현로152길 34,02-3446-5539,갈비찜,서울 명동
474,명동충무김밥,3.8,660,서울특별시 중구 명동10길 16,02-755-8488,갈비찜,서울 명동
475,한가람,4.5,639,서울특별시 중구 남대문로5길 25,02-318-3088,갈비찜,서울 명동
476,소신이쏘,4.3,382,서울특별시 서대문구 연세로5가길 19,02-324-3245,갈비찜,서울 명동
477,민소한우 광화문점,4.0,414,서울특별시 종로구 종로 22,050-71336-5400,갈비찜,서울 명동
478,진고개 동대문점,3.9,308,서울특별시 종로구 창신동 종로 301-1,02-763-3565,갈비찜,서울 명동
479,명동찌개마을,3.9,215,서울특별시 종로구 수표로20길 18,02-2272-7747,갈비찜,서울 명동
480,나드리식품,4.4,53,서울특별시 중구 주교동 208,02-2274-4697,갈비찜,서울 명동
481,광화문국밥,4.2,1492,서울특별시 중구 소공동 세종대로21길 53,02-738-5688,갈비찜,서울 명동
482,일번지고기집,3.7,134,서울특별시 종로구 효제동 80-1,02-764-0370,갈비찜,서울 명동
483,서촌기와집,3.9,149,서울특별시 종로구 자하문로1길 35,02-723-3911,갈비찜,서울 명동
484,통나무집,3.7,269,서울특별시 중구 인현동2가 211,번호 없음,갈비찜,서울 명동
485,신순남부뚜막매운갈비찜,4.2,233,서울특별시 송파구 석촌동 송파대로49길 59,02-422-3352,갈비찜,서울 명동
486,훈민정,3.7,28,서울특별시 중구 서소문동 서소문로 132-1,02-755-9553,갈비찜,서울 명동
487,호남식당,3.5,357,서울특별시 중구 충무로4가 퇴계로41길 9,02-2273-1348,갈비찜,서울 명동
488,동선식당,4.0,98,서울특별시 성북구 동선동 보문로30라길 9,02-953-6632,갈비찜,서울 명동
489,한육감 서울로점,3.8,147,서울특별시 중구 퇴계로18길,02-6366-1234,갈비찜,서울 명동
490,아소정,4.1,927,서울특별시 마포구 염리동 149-9,02-703-5959,갈비찜,서울 명동
491,짚신매운갈비찜 미아점,4.1,34,서울특별시 강북구 월계로7나길 30-9,02-982-9932,갈비찜,서울 명동
492,북촌도담,4.0,335,서울특별시 종로구 북촌로1길 9,02-720-9850,갈비찜,서울 명동
493,짚신매운갈비찜,3.8,110,서울특별시,02-2068-9087,갈비찜,서울 명동
494,뚝심한우 센터원점,4.0,186,서울특별시 중구 수하동 을지로5길 26원(Mirae Asset CENTER1)) 지하2층미래에셋 센터,02-6030-8905,갈비찜,서울 명동
495,온다옴,4.3,11,서울특별시 마포구 백범로 156,번호 없음,갈비찜,서울 명동
496,한일장,3.8,204,서울특별시 종로구 수표로 94,02-2265-7707,갈비찜,서울 명동
497,정가네 매운갈비찜,4.0,150,서울특별시 관악구 봉천동 남부순환로216길 8,02-883-0250,갈비찜,서울 명동
498,용강식당,3.6,123,서울특별시 중구 인현동2가 을지로20길 40,02-2266-5801,갈비찜,서울 명동
499,나주소나주곰탕 광화문점,4.0,413,서울특별시 종로구 사직동 새문안로 87,02-735-9871,갈비찜,서울 명동
500,신사랑매운갈비찜,4.0,58,서울특별시,02-906-3888,갈비찜,서울 명동
501,매우매오 강남역본점,3.8,102,서울특별시 강남구 역삼동 봉은사로4길 40,02-558-5788,갈비찜,서울 명동
502,한옥집김치찜 서대문본점,3.8,1554,서울특별시 서대문구 천연동 통일로9길 12,02-362-8653,갈비찜,서울 명동
503,옛촌 매운갈비찜,3.6,266,서울특별시 송파구 방이2동 올림픽로32길 24,02-412-8899,갈비찜,서울 명동
504,짚신매운갈비찜,3.9,16,노량진동 119-157번지 1층 동작구 서울특별시 KR,02-817-3394,갈비찜,서울 명동
505,창고43 시청점,3.9,431,서울특별시 중구 서소문동 75,02-6020-7955,갈비찜,서울 명동
506,짚신매운갈비찜,3.6,85,서울특별시 강남구 강남대로78길 14,02-538-3031,갈비찜,서울 명동
507,갈비씨 신용산점,3.6,212,서울특별시 용산구 새창로 209,02-796-8668,갈비찜,서울 명동
508,연남물갈비,4.3,114,연남동 203-18번지 KR 서울특별시 마포구 동교동 물갈비 2층,02-332-9211,갈비찜,서울 명동
509,강서곰탕 ㆍ 소갈비찜,4.1,29,서울특별시 강서구,02-2666-3698,갈비찜,서울 명동
510,뚝심한우 광화문점,3.8,387,서울특별시 종로구 청진동 종로5길 7 B1,02-6226-8088,갈비찜,서울 명동
511,강서면옥 본점,3.5,371,서울특별시 중구 세종대로11길 35,02-752-1945,갈비찜,서울 명동
512,사거리매운양푼등갈비찜,4.7,19,서울특별시 광진구 중곡동 245-24,번호 없음,갈비찜,서울 명동
513,메이필드호텔 낙원,4.2,201,서울특별시 강서구 외발산동 방화대로 94,02-2660-9010,갈비찜,서울 명동
514,짚신매운갈비찜 한양대점,3.9,94,서울특별시 성동구 행당동 3-10,02-2281-3228,갈비찜,서울 명동
515,명동관,4.1,360,서울특별시 강남구 대치1동 그랑프리엔상가 지하 500 1층,02-561-1252,갈비찜,서울 명동
516,사동면옥,3.4,231,서울특별시 종로구 관훈동 인사동8길 9,02-725-1211,갈비찜,서울 명동
517,은주정,4.2,1719,서울특별시 중구 창경궁로8길 32,02-2265-4669,갈비찜,서울 명동
518,강남면옥광장점,3.6,100,서울특별시,번호 없음,갈비찜,서울 명동
519,광화문한옥집,3.6,346,서울특별시 종로구 새문안로5가길 7 세종클럽 지하 1층,02-731-2500,갈비찜,서울 명동
520,조벡이수제비,3.7,153,서울특별시 종로구 인사동 인사동5길 15-1,02-723-5958,갈비찜,서울 명동
521,라연,4.5,667,서울특별시 중구 장충동 동호로 249,02-2230-3367,갈비찜,서울 명동
522,경복궁 관훈점,4.0,569,서울특별시 종로구 인사동5길 38 센터마크호텔 B1,02-722-7713,갈비찜,서울 명동
523,마부육전,3.8,138,서울특별시 강남구 대치동 943-30번지 1층,02-557-5567,갈비찜,서울 명동
524,대림호프포차,4.0,42,서울특별시 중구 을지로4가 59,02-2275-2881,갈비찜,서울 명동
525,원당감자탕,3.5,257,서울특별시 중구 서소문로 129-1,02-752-1375,갈비찜,서울 명동
526,짚신매운갈비찜 사가정점,4.0,10,면목동 601-1번지 1층 중랑구 서울특별시 KR,02-432-6608,갈비찜,서울 명동
527,쌍문각갈비탕,4.0,168,쌍문동 315-354번지 1층 도봉구 서울특별시 KR,02-902-9988,갈비찜,서울 명동
528,세븐스퀘어,4.4,500,서울특별시 중구 태평로2가 소공로 119,02-310-7777,갈비찜,서울 명동
529,혜화면옥,3.8,235,서울특별시 성북구 보문로 193-1,02-921-3451,갈비찜,서울 명동
530,강남면옥 성수점,3.7,752,서울특별시 성동구 성수일로 77 서울숲IT밸리 1층 110호,02-6968-0888,갈비찜,서울 명동
531,명동관,4.1,360,서울특별시 강남구 대치1동 그랑프리엔상가 지하 500 1층,02-561-1252,부대찌개,서울 명동
532,명동부대찌개 명동황기족발,4.0,108,서울특별시 중구 명동길 25-7,02-752-6800,부대찌개,서울 명동
533,놀부부대찌개 명동점,2.8,138,서울특별시 중구 명동2가 명동10길 16-1,02-3789-0110,부대찌개,서울 명동
534,놀부부대찌개,3.8,10,서울특별시 중구 남대문로9길 40,02-6031-8956,부대찌개,서울 명동
535,장혁민의 부대찌개,3.9,261,서울특별시 종로구 관철동 12-3,02-734-2222,부대찌개,서울 명동
536,신의주 부대찌개,3.6,60,서울특별시 중구 수표로 22-21,070-8113-2024,부대찌개,서울 명동
537,28년전통의정부부대찌개,3.8,57,북창동 96번지 1층 중구 서울특별시 KR,02-752-5050,부대찌개,서울 명동
538,송탄부대찌게,3.8,138,서울특별시 중구 명동10길 35-20,02-753-3330,부대찌개,서울 명동
539,의정부부대찌개,3.6,49,서울특별시 중구 회현동1가 133-6,02-755-3350,부대찌개,서울 명동
540,신의주부대찌개 시청점,3.9,191,서울특별시,02-3789-1640,부대찌개,서울 명동
541,원할머니보쌈족발 명동점,3.9,65,서울특별시 중구 명동9길 21 2층,02-318-5352,부대찌개,서울 명동
542,명동김치찌개,3.9,122,서울특별시 중구 명동9길 7,02-776-6721,부대찌개,서울 명동
543,털보스테이크,3.7,261,서울특별시 중구 마른내로2길 27,02-2265-9120,부대찌개,서울 명동
544,엉터리생고기 명동점 (Korean BBQ Restaurant),4.1,932,서울특별시 중구 명동4길 23,070-8871-6788,부대찌개,서울 명동
545,놀부부대찌개 광화문역점,3.4,18,서울특별시 종로구 당주동 새문안로9길 23,02-737-8892,부대찌개,서울 명동
546,제주본가,3.8,76,서울특별시 중구 다동 183,02-777-5668,부대찌개,서울 명동
547,놀부부대찌개 순화동점,3.9,37,서울특별시 중구 칠패로 27 B114,02-777-3559,부대찌개,서울 명동
548,덕수궁 부대찌개&순두부,4.3,57,서울특별시 중구 순화동 217,02-3789-8892,부대찌개,서울 명동
549,완백부대찌개 삼겹살 종각 그랑서울점,3.7,41,서울특별시 종로구 청진동 종로 33,02-2158-7953,부대찌개,서울 명동
550,은앤정명동닭갈비,4.3,116,서울특별시 중구 을지로2가 명동7길 19,02-778-1988,부대찌개,서울 명동
551,명동찌개마을,3.9,177,서울특별시 종로구 낙원동 193,02-744-9033,부대찌개,서울 명동
552,서울지짐이,3.9,45,KR 서울특별시 중구 명동9가길10 1~2층,02-755-3330,부대찌개,서울 명동
553,신의주부대찌개,4.0,32,쌍림동 157-1번지 1층 중구 서울특별시 KR,02-2260-9008,부대찌개,서울 명동
554,장군보쌈 족발,3.8,307,서울특별시 중구 무교로 16,02-778-2496,부대찌개,서울 명동
555,명동부대찌개,3.4,16,KR 서울특별시 서초구 서초동 1308-16번지 서초동 2층 203호 호 206호,02-591-6262,부대찌개,서울 명동
556,Jvl 부대찌개,3.4,30,KR 서울특별시 중구 17-2 현대시티아울렛 동대문점 지하 JVL 부대찌개 2층,02-2283-2241,부대찌개,서울 명동
557,송백식당본점,4.0,402,서울특별시 종로구 도렴동 60 지하 1층,02-738-1386,부대찌개,서울 명동
558,놀부부대찌개&철판구이,3.8,34,서울특별시 종로구 신문로2가 92,02-725-8892,부대찌개,서울 명동
559,놀부보쌈&부대찌개 을지로6가점,4.1,114,서울특별시 중구 을지로6가 18-103 서울특별시 중구 을지로43길 34,02-2264-1669,부대찌개,서울 명동
560,명동찌개마을,3.9,215,서울특별시 종로구 수표로20길 18,02-2272-7747,부대찌개,서울 명동
561,놀부보쌈&부대찌개 종로5가점,3.6,54,서울특별시 종로구 종로31길 39,02-742-6979,부대찌개,서울 명동
562,준호네부대찌개 성대점,4.3,36,서울특별시 종로구 명륜3가 성균관로5길 9,070-4078-1035,부대찌개,서울 명동
563,동두천부대찌개,4.3,16,서울특별시,02-6435-4200,부대찌개,서울 명동
564,을지삼계탕,3.7,158,서울특별시 중구 을지로 99-1,02-2272-7780,부대찌개,서울 명동
565,한국관,4.0,529,서울특별시 중구 남대문로1길 51,02-771-8280,부대찌개,서울 명동
566,화포식당 명동점,3.9,157,서울특별시 중구 명동7길 21,02-318-3282,부대찌개,서울 명동
567,의정부부대찌개,4.2,27,서울특별시 강북구 도봉로6길 12,02-980-8068,부대찌개,서울 명동
568,존슨부대찌개 인사점,4.0,62,서울특별시 종로구 인사동 179-2,02-734-0740,부대찌개,서울 명동
569,돈우가식당,4.0,26,서울특별시 중구 남대문로 25-17,02-3789-1313,부대찌개,서울 명동
570,명물의정부부대찌개,4.5,37,서울특별시 성북구 삼선동4가,02-923-9117,부대찌개,서울 명동
571,준호네부대찌개,4.0,27,안암동5가 104-116번지 하동 1층 성북구 서울특별시 KR,02-924-2127,부대찌개,서울 명동
572,의정부부대찌개,4.0,145,서울특별시 종로구 숭인동 1414,02-2233-6433,부대찌개,서울 명동
573,명동알쌈쭈꾸미,4.1,12,서울특별시 중구 장충단로13길 13,02-2275-9023,부대찌개,서울 명동
574,초반식당,4.1,63,서울특별시 중구 필동 수표로6길 8-1 1층,번호 없음,부대찌개,서울 명동
575,무궁화,4.6,162,서울특별시 중구 을지로 30 롯데호텔 서울 Main Tower 38F,02-317-7061,부대찌개,서울 명동
576,우림정,3.9,245,서울특별시 중구 세종대로11길 33-3,02-752-5939,부대찌개,서울 명동
577,다사랑스테이크,3.8,53,서울특별시 용산구 남영동 한강대로84길 14,02-797-3217,부대찌개,서울 명동
578,놀부부대찌개 용산역사점,1.9,24,서울특별시 용산구 한강로3가 40-999,02-2012-0400,부대찌개,서울 명동
579,오감부대찌개,4.0,12,공덕동 371번지 상가 1층 호공덕삼성아파트 마포구 서울특별시 KR,02-715-5382,부대찌개,서울 명동
580,뚱이부대찌개,4.1,40,서울특별시 용산구 한강로3가 한강대로 58 2층,02-797-7720,부대찌개,서울 명동
581,서지스테이크,3.9,282,서울특별시 용산구 남영동 33-4,02-797-8491,부대찌개,서울 명동
582,45년의정부부대찌개 홍대본점,4.4,50,서울특별시 마포구 상수동 독막로 69,02-324-4230,부대찌개,서울 명동
583,이태리부대찌개 학동점,4.0,235,서울특별시 강남구 학동로33길 15,02-545-0310,부대찌개,서울 명동
584,보글이부대찌개&생태탕,4.1,38,서울특별시 중구 신당1동 251-9,02-2252-3773,부대찌개,서울 명동
585,홍제동부대찌개,4.2,77,서울특별시 서대문구 홍제2동,02-722-5585,부대찌개,서울 명동
586,준호네부대찌개 중앙대본점,3.8,68,서울특별시 동작구 흑석동 흑석로13마길 61,02-6083-8247,부대찌개,서울 명동
587,일미부대찌게스테이크,4.0,180,서울특별시 용산구 이촌1동 이촌로54길 13,번호 없음,부대찌개,서울 명동
588,놀부부대찌개,3.7,122,서울특별시 강남구 논현로167길 12,02-540-0440,부대찌개,서울 명동
589,조박사등갈비,4.1,85,서울특별시,02-755-8083,부대찌개,서울 명동
590,놀부 부대찌개,3.4,225,서울특별시 강남구 테헤란로1길 40,02-558-7564,부대찌개,서울 명동
591,황제부대찌개공덕점,4.3,50,서울특별시,번호 없음,부대찌개,서울 명동
592,반갑다하대포,3.9,193,서울특별시 중구 을지로3길 26,02-777-3565,부대찌개,서울 명동
593,송탄최네집,4.2,17,서울특별시 종로구 동숭동 1-11,070-7786-0144,부대찌개,서울 명동
594,명동관,4.1,360,서울특별시 강남구 대치1동 그랑프리엔상가 지하 500 1층,02-561-1252,불고기,서울 명동
595,불고기마운틴,3.2,18,서울특별시 중구 명동7길 17,02-779-9292,불고기,서울 명동
596,콩불,3.8,108,서울특별시 중구 명동6길 15,02-318-2969,불고기,서울 명동
597,Yenmat Seoul Bulgogi,4.3,36,서울특별시 중구 명동 24-28,02-779-3000,불고기,서울 명동
598,장수갈비집,4.0,354,서울특별시 중구 충무로1가 25-45,02-775-9292,불고기,서울 명동
599,중일회관 명동점,4.1,60,서울특별시 중구 삼일대로 362,02-777-3770,불고기,서울 명동
600,왕비집 명동본점,4.4,1724,서울특별시 중구 명동8가길 26,02-3789-1945,불고기,서울 명동
601,서울고기집,4.2,307,서울특별시 중구 남대문로9길 12,02-722-1005,불고기,서울 명동
602,엉터리생고기 명동점 (Korean BBQ Restaurant),4.1,932,서울특별시 중구 명동4길 23,070-8871-6788,불고기,서울 명동
603,오우가,4.2,323,서울특별시 중구 명동8가길 42,02-753-7533,불고기,서울 명동
604,정림회관,3.7,106,서울특별시 중구 충무로2가 명동8가길 32,02-777-8088,불고기,서울 명동
605,명동길 신신,4.3,21,서울특별시 중구 명동2가 90,02-772-9489,불고기,서울 명동
606,왕비집 명동2호점,4.7,537,서울특별시 중구 명동9길 13,02-3789-1946,불고기,서울 명동
607,부산집,4.0,834,서울특별시 중구 명동8길 11-6,02-777-8660,불고기,서울 명동
608,명동정,4.1,349,서울특별시 중구 삼일대로 299,02-3789-5130,불고기,서울 명동
609,육통령 명동본점,3.9,518,서울특별시 중구 명동 명동8나길 37-2,02-778-8592,불고기,서울 명동
610,황금목장 명동성당점,4.2,109,서울특별시 중구 명동10길 23,02-318-2426,불고기,서울 명동
611,황금목장 명동본점,4.3,470,서울특별시 중구 명동8나길 6,02-753-3536,불고기,서울 명동
612,오다리집 간장게장,4.5,747,서울특별시 중구 명동8나길 28,02-778-6767,불고기,서울 명동
613,지우갈비 명동점(ZIU BBQ/知牛明洞店),4.1,140,서울특별시 중구 퇴계로18길 20,02-777-2171,불고기,서울 명동
614,아리랑,3.9,295,서울특별시 중구 남대문로7길 23,02-752-1342,불고기,서울 명동
615,새마을식당,3.5,258,서울특별시 중구 명동8가길 7,02-772-9285,불고기,서울 명동
616,서울복집 명동,4.1,61,서울특별시 중구 명동1가 명동길 27,02-3789-9389,불고기,서울 명동
617,아미소,3.7,249,서울특별시 중구 명동2가 명동4길 25,02-756-3317,불고기,서울 명동
618,조박사등갈비,4.1,85,서울특별시,02-755-8083,불고기,서울 명동
619,인사동 한가네 불고기주막,4.6,254,서울특별시 종로구 인사동길 59,02-734-4388,불고기,서울 명동
620,오징어풍경,3.9,326,서울특별시 중구 다동길 5,02-756-0777,불고기,서울 명동
621,명동교자 본점,4.2,9761,서울특별시 중구 명동10길 29,02-776-5348,불고기,서울 명동
622,유가네닭갈비 명동2호점,4.0,651,서울특별시 중구 명동4길 8,02-3789-2492,불고기,서울 명동
623,고시레,4.1,76,서울특별시 중구 명동1가 38-1,02-3789-1357,불고기,서울 명동
624,도깨비불고기,4.0,134,서울특별시 중구 을지로43길 38,02-2269-1538,불고기,서울 명동
625,오는정,3.9,217,서울특별시 중구 다동 을지로3길 29,02-756-1658,불고기,서울 명동
626,십원집 시청점,3.8,149,서울특별시 중구 서소문로 134-6,02-777-9222,불고기,서울 명동
627,무궁화,4.6,162,서울특별시 중구 을지로 30 롯데호텔 서울 Main Tower 38F,02-317-7061,불고기,서울 명동
628,육대장(명동점),4.0,158,서울특별시 중구 충무로1가 25-6 서울특별시 중구 명동8나길 45,02-775-7555,불고기,서울 명동
629,한일장,3.8,204,서울특별시 종로구 수표로 94,02-2265-7707,불고기,서울 명동
630,더식당,4.2,543,서울특별시 중구 명동10길 36,02-318-2234,불고기,서울 명동
631,서울로인 서울점,4.6,24,서울특별시 중구 스퀘어 한강대로 416 지하1층 18호,02-6329-0329,불고기,서울 명동
632,한일관 을지로점,3.9,194,서울특별시 중구 을지로5길 19,1577-9963,불고기,서울 명동
633,안동찜닭 명동본점,4.1,367,서울특별시 중구 명륜10길 3,02-310-9233,불고기,서울 명동
634,종로 은행나무집,4.0,220,서울특별시 종로구 삼일대로 382,02-2277-2266,불고기,서울 명동
635,우가육회불고기,4.0,119,서울특별시 종로구 종로4가 165-5,02-2268-6656,불고기,서울 명동
636,남도한식정든님,3.6,330,서울특별시 중구 을지로 78,02-778-9462,불고기,서울 명동
637,순남시래기 명동점,4.2,320,서울특별시 명동10길 35-20,02-3789-9292,불고기,서울 명동
638,태진옥,3.8,15,서울특별시 중구 무교로 17-25,02-722-6377,불고기,서울 명동
639,광장동 가온 명동성당점,3.9,87,서울특별시 중구 명동 명동길,번호 없음,불고기,서울 명동
640,목멱산호랭이,4.1,210,서울특별시 중구 남산공원길 627,02-318-1971,불고기,서울 명동
641,한가람,4.5,638,서울특별시 중구 남대문로5길 25,02-318-3088,불고기,서울 명동
642,남포면옥,3.7,1842,서울특별시 중구 을지로3길 24,02-777-3131,불고기,서울 명동
643,권셰프식탁,4.1,31,서울특별시 중구 충무로1가 25-33번지 2층,02-3789-8855,불고기,서울 명동
644,우촌돌솥설렁탕,3.8,259,서울특별시 중구 을지로12길 24,02-2266-2932,불고기,서울 명동
645,남산도담,4.1,265,서울특별시 중구 남산도담,02-2272-8926,불고기,서울 명동
646,원당감자탕 명동2호점,3.9,805,서울특별시 중구 충무로1가 25-33,02-757-7612,불고기,서울 명동
647,시민식당 종로본점,4.1,461,서울특별시 종로구 돈화문로5길 30,02-744-8292,불고기,서울 명동
648,신가원,3.6,153,서울특별시 중구 을지로1길 10,02-778-8898,불고기,서울 명동
649,보돌미역,4.2,54,서울특별시 중구 명동8나길 10,02-772-7600,불고기,서울 명동
650,오도면옥,4.3,30,서울특별시 중구 필동 수표로6길 27,번호 없음,불고기,서울 명동
651,명동돈가스,3.9,1700,서울특별시 중구 명동3길 8,02-775-5300,불고기,서울 명동
652,본우리반상 그랑서울점,3.7,77,서울특별시 종로구 청진동 종로 33,02-2158-7582,불고기,서울 명동
653,우래옥,4.2,5442,서울특별시 중구 창경궁로 62-29,02-2265-0151,불고기,서울 명동
654,녁,3.9,211,서울특별시 중구 수표로 65,070-4150-0504,불고기,서울 명동
655,명동교자 분점,4.3,3014,서울특별시 중구 명동10길 8,02-776-3424,불고기,서울 명동
656,고봉삼계탕,4.1,784,서울특별시 중구 명동7길 21,02-756-2300,불고기,서울 명동
657,차돌박힌쭈꾸미 명동점,4.3,84,서울특별시 중구 퇴계로16길 5,02-3789-7677,불고기,서울 명동
658,명동찌개마을,3.9,177,서울특별시 종로구 낙원동 193,02-744-9033,불고기,서울 명동
659,평래옥,3.8,1783,서울특별시 중구 마른내로 21-1,02-2267-5892,불고기,서울 명동
660,틈새라면 명동본점,4.3,181,서울특별시 중구 명동10길 19-10,02-756-5477,불고기,서울 명동
661,진고개,4.0,821,서울특별시 중구 충무로 19-1 1층,02-2267-0955,불고기,서울 명동
662,이삭토스트 명동성당점,4.4,514,서울특별시 중구 명동 3-11,02-3789-2043,불고기,서울 명동
663,사랑의불고기,3.5,24,서울특별시 용산구 한남동 743-31,번호 없음,불고기,서울 명동
664,삼미대포 시청점. Korean BBQ,4.3,30,서울특별시 중구 남대문로1길 47,02-3789-3692,불고기,서울 명동
665,바른고기 정육점 을지로점,4.0,72,"B1, Signature Tower, 100 청계천로 중구 서울특별시",02-6020-0606,불고기,서울 명동
666,사리원불고기 안녕인사동점,3.5,34,서울특별시 종로구 관훈동 인사동길 49,02-6954-2885,불고기,서울 명동
667,산더미불고기,3.8,379,서울특별시 마포구 어울마당로 47,02-323-8226,불고기,서울 명동
668,모스버거 명동중앙점,4.0,668,서울특별시 중구 명동9길 37,02-779-7416,불고기,서울 명동
669,신의주 부대찌개,3.6,60,서울특별시 중구 수표로 22-21,070-8113-2024,불고기,서울 명동
670,고궁의아침,3.7,373,서울특별시 종로구 창경궁로 158,02-762-7620,불고기,서울 명동
671,하누소,3.6,15,서울특별시 중구 회현동1가 206 지하 1층,02-3789-9904,불고기,서울 명동
672,옛맛서울불고기,3.9,700,서울특별시 마포구 독막로 56,02-336-9371,불고기,서울 명동
673,맥도날드 명동점,3.9,1727,서울특별시 중구 명동길 43,070-7017-6404,불고기,서울 명동
674,신세계떡볶이,4.1,141,서울특별시 중구 명동9길 10,02-778-1680,불고기,서울 명동
